INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
University of Mobile,Mobile,0.8408,,,,,,,,,,21.0,27.0,22.0,30.0,18.0,26.0,,,,,,,1220.0,1220.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0047,0.0,0.0845,0.0,0.0,0.0,0.0188,0.0,0.0235,0.0235,0.0,0.0282,0.0141,0.0,0.0235,0.0704,0.0282,0.0329,0.0,0.0,0.0563,0.0,0.0,0.0423,0.0,0.0,0.0,0.0,0.0892,0.1643,0.2207,0.0141,0.6363,0.1625,0.019,0.0135,0.0262,0.0036,0.0352,0.0406,0.0632,,,,,18441.0,,,,,,,,16575.0,16733.0,21966.0,18109.0,19595.0,,,,,,,,,,,,16613.0,,,,20016.0,,18920.0,,,,,37908.0,,25880.0,25880.0,,0.6732804233,0.3242857143,53850.791005,39700
University of Montevallo,Montevallo,0.5984,,,,,470.0,585.0,545.0,540.0,528.0,,,,,,,,,23.0,24.0,21.0,,,,0.0,0.0266,0.0,0.0,0.0386,0.0,0.0145,0.0,0.1087,0.0,0.0,0.0072,0.0338,0.0,0.0725,0.0,0.0,0.0386,0.0169,0.0,0.0048,0.0918,0.0,0.0,0.0145,0.0,0.0773,0.0,0.0386,0.0386,0.0,0.0,0.0,0.0,0.1739,0.0604,0.1232,0.0193,0.6584,0.1706,0.071,0.0038,0.0033,0.0014,0.0357,0.0348,0.0211,,,,17174.0,,,,14118.0,15751.0,18840.0,19922.0,20009.0,,,,,,,,,,,,,,,,14605.0,,,,17349.0,,19965.0,,,,,,26185.0,,13710.0,26730.0,,0.6827586207,0.3252375924,57173.946798,43813
Northwest-Shoals Community College,Muscle Shoals,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0333,0.0,0.0,0.0471,0.0,0.0104,0.0,0.0,0.4026,0.0,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0783,0.0686,0.1407,0.0,0.0,0.1525,0.0166,0.0,0.7414,0.1032,0.0948,0.0059,0.0059,0.002,0.0415,0.0035,0.002,,,,2459.0,,,,849.0,1568.0,5611.0,8422.0,8612.0,,,,,,,,,,,,,,,,996.0,,,,3458.0,,8479.0,,,,,,10919.0,,5011.0,8761.0,,0.6180319922,0.5141117875,29918.968492,21195
University of North Alabama,Florence,0.9568,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0116,0.0,0.0382,0.0,0.0311,0.0009,0.0951,0.0,0.016,0.0098,0.0062,0.0,0.0151,0.0,0.0,0.0427,0.0009,0.0,0.0516,0.0596,0.0,0.0,0.0116,0.0,0.0302,0.0356,0.0347,0.048,0.0,0.0,0.0,0.0,0.0747,0.1653,0.2062,0.0151,0.7258,0.1023,0.0459,0.0139,0.0052,0.0013,0.0433,0.0584,0.0041,,,,10527.0,,,,7922.0,7731.0,11233.0,14536.0,13484.0,,,,,,,,,,,,,,,,7858.0,,,,9579.0,,13954.0,,,,,,21621.0,,11220.0,21420.0,,0.6013931889,0.36326024,52721.785217,39436
Northeast Alabama Community College,Rainsville,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0568,0.0302,0.0,0.0,0.0683,0.0,0.0204,0.0,0.0,0.2609,0.0,0.0,0.0,0.0,0.2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0018,0.0408,0.0346,0.0,0.0,0.1597,0.0382,0.0,0.7086,0.0192,0.1687,0.0045,0.016,0.0,0.0767,0.0058,0.0006,,,,1379.0,,,,637.0,123.0,2321.0,6138.0,9660.0,,,,,,,,,,,,,,,,499.0,,,,1234.0,,6880.0,,,,,,9660.0,,4920.0,8670.0,,0.6026296567,0.5827759197,29204.85756,22763
Oakwood University,Huntsville,0.6805,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0531,0.0,0.0088,0.0,0.0177,0.0,0.0,0.0177,0.0088,0.0,0.0133,0.1416,0.0,0.2212,0.0265,0.0,0.0,0.0,0.0,0.0708,0.0044,0.0,0.0354,0.0,0.0575,0.0221,0.0,0.0,0.0,0.0,0.0177,0.1283,0.1549,0.0,0.0094,0.7438,0.0943,0.0007,0.0022,0.0,0.0232,0.1197,0.0065,,,,,19686.0,,,,,,,,18518.0,16366.0,18999.0,20446.0,25129.0,,,,,,,,,,,,17817.0,,,,17745.0,,22986.0,,,,,38377.0,,20040.0,20040.0,,0.5860805861,0.17623498,50868.943834,36829
Reid State Technical College,Evergreen,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1933,0.0756,0.0,0.0,0.5798,0.0336,0.0,0.3203,0.6299,0.0,0.0107,0.0107,0.0,0.0285,0.0,0.0,,,,1602.0,,,,1600.0,368.0,3680.0,,,,,,,,,,,,,,,,,,1469.0,,,,1610.0,,,,,,,,11482.0,,4950.0,8700.0,,0.7411444142,0.5903225806,16019.3297,14034
Bishop State Community College,Mobile,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0246,0.0108,0.0507,0.0,0.0,0.0384,0.0,0.0384,0.0,0.0,0.1767,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0123,0.0276,0.3287,0.0,0.235,0.0046,0.0,0.2337,0.667,0.0247,0.0139,0.0067,0.0015,0.0381,0.0098,0.0046,,,,2084.0,,,,2160.0,933.0,3743.0,4534.0,,,,,,,,,,,,,,,,,1866.0,,,,1688.0,,4534.0,,,,,,11616.0,,4920.0,8670.0,,0.6059714045,0.4853977845,16541.26577,14536.5
Samford University,Birmingham,0.8326,550.0,650.0,530.0,620.0,500.0,610.0,615.0,580.0,555.0,23.0,29.0,22.0,31.0,20.0,27.0,,,26.0,27.0,24.0,,1227.0,1227.0,0.0,0.0036,0.0012,0.0,0.0668,0.0,0.0119,0.0,0.037,0.0,0.0,0.0084,0.0501,0.0072,0.0286,0.0012,0.0,0.031,0.0036,0.0,0.0048,0.0203,0.0048,0.0107,0.0024,0.0,0.0453,0.0,0.0036,0.0251,0.0,0.0,0.0,0.0,0.0656,0.3675,0.1838,0.0155,0.8506,0.0534,0.0409,0.0144,0.0008,0.0016,0.0207,0.0093,0.0082,,,,,30689.0,,,,,,,,23359.0,25342.0,28422.0,32460.0,33463.0,,,,,,,,,,,,24043.0,,,,26882.0,,33256.0,,,,,52514.0,,36725.0,36725.0,,0.6588785047,0.1380552221,108313.94042,87745
Selma University,Selma,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,4800.0,,0.5220338983,0.6194331984,16153.155932,9948
Shelton State Community College,Tuscaloosa,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0598,0.0,0.0,0.0246,0.0,0.0152,0.0,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.177,0.0926,0.0,0.0,0.2392,0.0985,0.0,0.5063,0.4001,0.0439,0.0068,0.0018,0.0012,0.0332,0.0052,0.0015,,,,8745.0,,,,7947.0,9285.0,11182.0,11219.0,,,,,,,,,,,,,,,,,8264.0,,,,10103.0,,11219.0,,,,,,15065.0,,4980.0,8730.0,,0.5901502504,0.4763044519,19222.902755,15976.5
Snead State Community College,Boaz,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0953,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.6578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766,0.0,0.0,0.0,0.0609,0.0969,0.0,0.6821,0.0696,0.1968,0.0067,0.004,0.0,0.0295,0.0067,0.0047,,,,7181.0,,,,6428.0,6573.0,8734.0,11946.0,10704.0,,,,,,,,,,,,,,,,6470.0,,,,7388.0,,11486.0,,,,,,12800.0,,5408.0,9408.0,,0.627195836,0.5326251897,31610.012362,23735
University of South Alabama,Mobile,0.6536,510.0,600.0,493.0,600.0,440.0,560.0,555.0,545.0,500.0,20.0,26.0,20.0,26.0,17.0,25.0,6.0,8.0,23.0,23.0,21.0,7.0,1118.0,1118.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0492,0.0,0.1076,0.0784,0.0,0.0041,0.0,0.0,0.0092,0.0,0.0,0.0764,0.0067,0.0,0.0415,0.021,0.0036,0.0,0.0128,0.0,0.0431,0.02,0.0154,0.0205,0.0,0.0,0.0,0.0,0.0282,0.3091,0.1194,0.0077,0.6036,0.2224,0.0466,0.0405,0.0071,0.0011,0.043,0.0136,0.0222,,,,16717.0,,,,12411.0,13521.0,18330.0,21388.0,22574.0,,,,,,,,,,,,,,,,12783.0,,,,15832.0,,22027.0,,,,,,22667.0,,9116.0,17732.0,,0.6229367631,0.334257975,52728.845016,36199
Spring Hill College,Mobile,0.7263,550.0,620.0,560.0,610.0,,,510.0,505.0,,19.0,24.0,20.0,28.0,18.0,26.0,,,19.0,18.0,17.0,,1094.0,1094.0,0.0,0.0,0.0,0.0,0.0596,0.0,0.0,0.0,0.0367,0.0,0.0,0.0,0.0,0.0,0.0229,0.0413,0.0,0.0917,0.0229,0.0,0.0,0.0,0.0229,0.0,0.0046,0.0,0.0596,0.0,0.0,0.1055,0.0,0.0,0.0,0.0,0.055,0.1422,0.3211,0.0138,0.6062,0.1309,0.0944,0.015,0.0086,0.0011,0.0172,0.0923,0.0343,,,,,19449.0,,,,,,,,13220.0,16872.0,18558.0,20508.0,25325.0,,,,,,,,,,,,14625.0,,,,17792.0,,23573.0,,,,,35488.0,,21732.0,21732.0,,0.6452599388,0.2516339869,79894.033639,61189
Stillman College,Tuscaloosa,0.6454,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.28,0.02,0.0275,0.9519,0.0069,0.0028,0.0028,0.0,0.0,0.0,0.0083,,,,,16085.0,,,,,,,,15446.0,15874.0,17667.0,24823.0,16894.0,,,,,,,,,,,,15533.0,,,,16592.0,,20066.0,,,,,25678.0,,11392.0,11392.0,,0.4610051993,0.4105058366,27754.87695,19890
Talladega College,Talladega,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0523,0.0,0.0523,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0784,0.0065,0.0,0.0,0.0,0.0,0.0,0.0196,0.0,0.183,0.1046,0.0261,0.1046,0.0,0.0,0.0,0.0,0.0196,0.0,0.3399,0.0,0.0144,0.8389,0.0481,0.0,0.0048,0.0024,0.0108,0.0733,0.0072,,,,,13128.0,,,,,,,,12875.0,13576.0,12108.0,17453.0,14617.0,,,,,,,,,,,,13060.0,,,,12975.0,,16272.0,,,,,22267.0,,13866.0,13866.0,,0.4897540984,0.3980582524,27002.32377,18810
H Councill Trenholm State Community College,Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.083,0.0692,0.0761,0.0,0.0,0.1522,0.0,0.045,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0727,0.0104,0.0,0.0,0.308,0.0381,0.0,0.1814,0.7273,0.0419,0.0094,0.0031,0.0013,0.03,0.0038,0.0019,,,,6599.0,,,,6235.0,7002.0,8101.0,8721.0,,,,,,,,,,,,,,,,,6419.0,,,,7352.0,,8721.0,,,,,,12688.0,,4830.0,8580.0,,0.5389282103,0.4304399524,18126.977755,15992
Troy University,Troy,0.9484,490.0,590.0,460.0,560.0,,,533.0,510.0,,17.0,24.0,16.0,25.0,16.0,23.0,,,21.0,21.0,20.0,,1050.0,1050.0,0.0,0.0035,0.0,0.0,0.0441,0.0,0.0567,0.0,0.0618,0.0,0.0028,0.0031,0.0,0.0,0.0118,0.0799,0.0,0.0311,0.0028,0.0,0.0606,0.0236,0.0,0.0,0.0031,0.0,0.1051,0.0606,0.0866,0.0441,0.0,0.0,0.0,0.0,0.0177,0.0945,0.1964,0.0102,0.5303,0.3226,0.0457,0.0062,0.0026,0.0013,0.0426,0.0233,0.0255,,,,15002.0,,,,13911.0,14307.0,15892.0,15949.0,15573.0,,,,,,,,,,,,,,,,14046.0,,,,15074.0,,15713.0,,,,,,22005.0,,9312.0,18624.0,,0.6510154346,0.3898457122,42757.394639,29641
Tuskegee University,Tuskegee,0.2969,495.0,620.0,475.0,595.0,,,525.0,500.0,,18.0,24.0,17.0,24.0,16.0,22.0,,,22.0,21.0,20.0,,1091.0,1091.0,0.1517,0.0124,0.0224,0.0,0.0174,0.0,0.0398,0.0,0.0174,0.1692,0.0,0.0,0.0199,0.0,0.0124,0.0,0.0,0.0846,0.005,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0448,0.0,0.0075,0.0299,0.0398,0.0,0.0,0.0,0.005,0.2015,0.1045,0.0025,0.0062,0.909,0.0186,0.0033,0.0033,0.02,0.0,0.0,0.0395,,,,,32297.0,,,,,,,,24480.0,30332.0,33857.0,,,,,,,,,,,,,,29108.0,,,,32874.0,,,,,,,41924.0,,22614.0,22614.0,,0.6509505703,0.2306438468,50928.444106,35336
United States Sports Academy,Daphne,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.2447,0.1383,0.0,0.0106,0.0,0.0745,0.0106,0.1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16418.0,16418.0,,0.2394366197,PS,36311.690141,29000
Bevill State Community College,Jasper,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.01,0.0,0.0,0.0358,0.0,0.03,0.0,0.0,0.1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292,0.0183,0.1233,0.1725,0.0,0.2983,0.0142,0.0,0.7433,0.1741,0.0313,0.005,0.0032,0.0,0.0354,0.0005,0.0073,,,,7495.0,,,,7395.0,7961.0,7411.0,6232.0,,,,,,,,,,,,,,,,,7534.0,,,,7740.0,,6232.0,,,,,,15002.0,,5278.0,9278.0,,0.6496531219,0.5308083663,19747.081764,16911
University of Alaska Anchorage,Anchorage,0.6532,,,,,,,,,,,,,,,,,,,,,,,,0.0024,0.006,0.0,0.0018,0.006,0.0,0.0287,0.0096,0.0006,0.04,0.0251,0.0096,0.0137,0.0054,0.0137,0.1499,0.0,0.0233,0.0042,0.0,0.0251,0.0096,0.0012,0.0,0.0054,0.0179,0.0346,0.0131,0.0143,0.0221,0.0,0.0466,0.0161,0.0269,0.0257,0.2478,0.1433,0.0107,0.4923,0.036,0.1146,0.0937,0.051,0.0274,0.1226,0.0173,0.045,,,,10978.0,,,,6450.0,9746.0,12476.0,16796.0,19569.0,,,,,,,,,,,,,,,,7456.0,,,,11081.0,,18399.0,,,,,,23461.0,,7508.0,21635.0,,0.5987699877,0.3891938746,46723.651169,33525
Alaska Bible College,Palmer,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032,0.0323,0.0,0.0,0.0,0.0,0.0645,0.0,0.0,,,,,16196.0,,,,,,,,14153.0,,18159.0,18319.0,,,,,,,,,,,,,14153.0,,,,18159.0,,18319.0,,,,,19679.0,,10900.0,10900.0,,PS,PS,52437.533333,42490
University of Alaska Fairbanks,Fairbanks,,,,,,450.0,570.0,620.0,615.0,510.0,,,,,,,6.0,8.0,22.0,21.0,21.0,7.0,,,0.0021,0.0222,0.0,0.0011,0.0106,0.0,0.0307,0.0106,0.0465,0.0687,0.018,0.0148,0.0233,0.0074,0.0085,0.0677,0.0,0.037,0.0095,0.0,0.056,0.0053,0.0032,0.0,0.0211,0.0011,0.0349,0.0825,0.0402,0.0095,0.0053,0.0507,0.0127,0.0,0.0169,0.1268,0.1501,0.0053,0.5332,0.0334,0.096,0.0224,0.1302,0.009,0.1035,0.012,0.0603,,,,8529.0,,,,5742.0,5012.0,9676.0,13915.0,14500.0,,,,,,,,,,,,,,,,5455.0,,,,7023.0,,14266.0,,,,,,19814.0,,7896.0,22032.0,,0.5940482875,0.3988326848,48958.06457,35967
University of Alaska Southeast,Juneau,0.6266,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0809,0.0,0.0058,0.0,0.0,0.0,0.0,0.0838,0.0,0.0029,0.0145,0.0,0.0,0.0029,0.0983,0.0,0.0318,0.0029,0.0,0.0376,0.0058,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0289,0.0029,0.0318,0.0636,0.052,0.0029,0.2168,0.211,0.0,0.5498,0.0073,0.0882,0.0602,0.0954,0.0176,0.139,0.0052,0.0373,,,,7056.0,,,,3778.0,4097.0,5507.0,11910.0,11367.0,,,,,,,,,,,,,,,,3924.0,,,,4399.0,,11750.0,,,,,,17471.0,,6960.0,21096.0,,0.6978557505,0.3951434879,46682.37037,34718
Alaska Pacific University,Anchorage,0.9931,,,,,390.0,520.0,,,455.0,,,,,,,,,,,,,,,0.0,0.0111,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0556,0.0,0.0,0.0,0.0,0.1667,0.1111,0.0,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.2222,0.0,0.3282,0.0481,0.0153,0.0656,0.2757,0.0175,0.0263,0.0088,0.2144,,,,,21651.0,,,,,,,,19606.0,17622.0,20862.0,30422.0,28461.0,,,,,,,,,,,,19426.0,,,,20399.0,,28951.0,,,,,36422.0,,20760.0,20760.0,,0.6301369863,PS,59045.794521,38810
Alaska Vocational Technical Center,Seward,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1196,0.087,0.0,0.0,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.1196,0.0,0.0,0.0,0.1304,0.0,0.3515,0.0099,0.0297,0.0149,0.4257,0.005,0.1188,0.0,0.0446,,,,16340.0,,,,16496.0,16184.0,,,,,,,,,,,,,,,,,,,16340.0,,,,16184.0,,,,,,,,,23745.0,,,4611.0,0.2865168539,0.4413793103,36850.449438,22043
Charter College,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,0.0337,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.1057,0.0383,0.0,0.0,0.7257,0.0598,0.0,0.4171,0.0822,0.1866,0.0321,0.1205,0.0298,0.0883,0.0071,0.0364,,,,,23485.0,,,,,,,,22646.0,22444.0,24483.0,27218.0,26375.0,,,,,,,,,,,,22587.0,,,,23187.0,,26816.0,,,,,30947.0,,17116.0,17116.0,,0.7612694562,0.5540401441,27562.580756,18566
Alaska Career College,Anchorage,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372,0.1628,0.0,0.3022,0.1045,0.0821,0.1418,0.2388,0.0224,0.0821,0.0,0.0261,,,,,18117.0,,,,,,,,17748.0,19009.0,,,,,,,,,,,,,,,18117.0,,,,19009.0,,,,,,,,22844.0,,,16245.0,0.8221153846,0.4767726161,32849.291667,23113.5
Empire Beauty School-Tucson,Tucson,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337,0.0761,0.5272,0.0109,0.0326,0.0,0.0761,0.0,0.0435,,,,,16509.0,,,,,,,,15535.0,14975.0,16720.0,20082.0,20641.0,,,,,,,,,,,,15426.0,,,,15673.0,,20144.0,,,,,,20641.0,,,19200.0,0.9449724862,0.5698717949,21986.05903,14099
Carrington College-Phoenix North,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.0361,0.0,0.0,0.0,0.7935,0.0,0.0,0.1738,0.0888,0.5654,0.0277,0.0372,0.0019,0.0076,0.0076,0.0898,,,,,27050.0,,,,,,,,26440.0,26654.0,27873.0,30659.0,30659.0,,,,,,,,,,,,26480.0,,,,27294.0,,30659.0,,,,,,30659.0,,,17542.0,0.8211581292,0.5548350719,24522.548998,16832.5
Carrington College-Mesa,Mesa,,,,,,,,,,,,,,,,,,,,,,,,,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708,0.0,0.0,0.2425,0.0677,0.4586,0.0301,0.0771,0.0038,0.0094,0.0038,0.1071,,,,,40296.0,,,,,,,,39996.0,38248.0,44993.0,,,,,,,,,,,,,,39122.0,,,,40496.0,,,,,,,,44993.0,,,56410.0,0.8211581292,0.5548350719,24522.548998,16832.5
Carrington College-Tucson,Tucson,,,,,,,,,,,,,,,,,,,,,,,,,0.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614,0.0,0.0,0.1749,0.0762,0.6188,0.0247,0.0314,0.0045,0.0112,0.0022,0.0561,,,,,27742.0,,,,,,,,27116.0,28015.0,30154.0,31794.0,,,,,,,,,,,,,27248.0,,,,29131.0,,31794.0,,,,,,31794.0,,,17542.0,0.8211581292,0.5548350719,24522.548998,16832.5
Arizona Academy of Beauty,Tucson,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2353,0.2059,0.5,0.0294,0.0,0.0,0.0294,0.0,0.0,,,,,15005.0,,,,,,,,13676.0,13676.0,,20321.0,,,,,,,,,,,,,13676.0,,,,13676.0,,20321.0,,,,,,20321.0,,,17700.0,PS,0.5053763441,20075.723214,12607.5
Miller-Motte College-Arizona Automotive Institute,Glendale,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4911,0.4018,0.0,0.0,0.0,0.0,0.0,0.2384,0.0973,0.4623,0.0049,0.1071,0.0097,0.0754,0.0,0.0049,,,,,22841.0,,,,,,,,21863.0,24002.0,25612.0,26947.0,27409.0,,,,,,,,,,,,22205.0,,,,24646.0,,27101.0,,,,,,27409.0,,,20663.0,0.5105920695,0.5862318841,22994.267789,16310
